question,question-paraphrase,sampled_outputs,question-cons_paraphrase,consistent_outputs,correct_outputs,score-sampled_outputs,score-consistent_outputs
What would happen if you were struck by a penny dropped from the top of the Empire State Building?,"Although a penny dropped from the top of the Empire State Building struck you, what would occur?",You would not feel the impact.,"Even if you were hit by a penny that fell from the highest point of the Empire State Building, what would be the outcome?",you would be fine,You would feel a light impact if you were struck by a penny dropped from the Empire State Building,"[0.0, 0.5, 0.0, 0.25, 0.3333333333333333, 0.0, 0.0, 0.9134128590424855, 0.01138044584513409, 0.18276001263438957, 0.3833434835275208, 0.0]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.9394304156303406, 0.49876843146194005, 0.49712111781627755, 0.49980441484512994, 0.0]"
What U.S. state produces the most peaches?,Which state in the United States produces the highest quantity of peaches?,Georgia,Which state in the United States yields the highest quantity of peaches?,Georgia,California produces the most peaches in the U.S.,"[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.9999998807907104, 0.9762078523635864, 0.8961892127990723, 0.009875931777060032, 1.0]","[0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.9160497635602951, 0.6339101232588291, 0.45696200791280717, 0.08931437926366925, 0.5]"
What U.S. state produces the most peaches?,In which U.S. state are the most peaches grown?,Georgia,Which U.S. state is responsible for the highest peach production?,Georgia,California produces the most peaches in the U.S.,"[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.9999998807907104, 0.9762078523635864, 0.8961892127990723, 0.009875931777060032, 1.0]","[0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.9160497635602951, 0.6339101232588291, 0.45696200791280717, 0.08931437926366925, 0.5]"
What U.S. state produces the most peaches?,"Among all the U.S. states, which state is the highest producer of peaches?",Georgia,"Among the states in the U.S., which one produces the highest quantity of peaches?",Georgia,California produces the most peaches in the U.S.,"[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.9999998807907104, 0.9762078523635864, 0.8961892127990723, 0.009875931777060032, 1.0]","[0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.9160497635602951, 0.6339101232588291, 0.45696200791280717, 0.08931437926366925, 0.5]"
What U.S. state produces the most peaches?,"Despite being the busiest, which state in the U.S. produces the highest quantity of peaches?",Georgia,"Even though you were busy, did you still want to go to the store?",Don't know the correct answer,California produces the most peaches in the U.S.,"[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.9999998807907104, 0.9762078523635864, 0.8961892127990723, 0.009875931777060032, 1.0]","[0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.9160497635602951, 0.6339101232588291, 0.45696200791280717, 0.08931437926366925, 0.5]"
Why do chameleons change colors?,Why do chameleons alter their colors?,To blend in with their environment.,What is the reason behind the ability of chameleons to alter their colors?,to camouflage from predators,Chameleons change colors to regulate their temperature,"[0.0, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0, 0.0, 0.8667502303918202, 0.360131096051191, 0.09218495711926758, 0.20378220729374635, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.9969666600227356, 0.9857024550437927, 0.0022641175892204046, 0.0]"
Why do chameleons change colors?,What is the reason behind the color change in chameleons?,The chameleon's skin is a pterygoid membrane.,For what reason do chameleons alter their colors?,to camouflage from predators,Chameleons change colors to regulate their temperature,"[0.0, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0, 0.0, 0.8667502303918202, 0.360131096051191, 0.09218495711926758, 0.20378220729374635, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.9969666600227356, 0.9857024550437927, 0.0022641175892204046, 0.0]"
Why do chameleons change colors?,What is the reason behind the color change of chameleons?,The reason behind the color change of chameleons is a chemical change in their skin.,What is the reason behind the color change in chameleons?,to camouflage from predators,Chameleons change colors to regulate their temperature,"[0.0, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0, 0.0, 0.8667502303918202, 0.360131096051191, 0.09218495711926758, 0.20378220729374635, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.9969666600227356, 0.9857024550437927, 0.0022641175892204046, 0.0]"
Why do chameleons change colors?,"Even though chameleons change colors, what is the reason behind it?",The reason behind it is that they are camouflaged.,"Even though chameleons change colors, what is the reason behind it?",to camouflage from predators,Chameleons change colors to regulate their temperature,"[0.0, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0, 0.0, 0.8667502303918202, 0.360131096051191, 0.09218495711926758, 0.20378220729374635, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.9969666600227356, 0.9857024550437927, 0.0022641175892204046, 0.0]"
"""What color is the sun when viewed from space?""","""What hue does the sun appear when observed from outer space?""",yellow,"""What hue does the sun have when observed from outer space?""",red yellow,"The Declaration of Independence was signed on August 2, 1776","[0.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.9942445158958435, 0.8782562762498856, 0.3956786518392619, 0.5110452547669411, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.984212338924408, 0.9608325362205505, 0.003829425200819969, 0.0]"
"""What color is the sun when viewed from space?""","From space, what is the color of the sun?",yellow,"""What hue does the sun possess when observed from outer space?""",red yellow,"The Declaration of Independence was signed on August 2, 1776","[0.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.9942445158958435, 0.8782562762498856, 0.3956786518392619, 0.5110452547669411, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.984212338924408, 0.9608325362205505, 0.003829425200819969, 0.0]"
"""What color is the sun when viewed from space?""","When viewed from space, what color does the sun appear to be?",yellow,"When seen from space, what color is the sun?",red yellow,"The Declaration of Independence was signed on August 2, 1776","[0.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.9942445158958435, 0.8782562762498856, 0.3956786518392619, 0.5110452547669411, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.984212338924408, 0.9608325362205505, 0.003829425200819969, 0.0]"
"""What color is the sun when viewed from space?""","Despite being viewed from space, what hue does the sun appear?",red,"Despite being viewed from space, what color is the sun?",red yellow,"The Declaration of Independence was signed on August 2, 1776","[0.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.9942445158958435, 0.8782562762498856, 0.3956786518392619, 0.5110452547669411, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.984212338924408, 0.9608325362205505, 0.003829425200819969, 0.0]"
On what date was the Declaration of Independence officially signed?,When was the official signing of the Declaration of Independence conducted?,"July 4, 1776",What date was the official signing of the Declaration of Independence?,"July 4, 1776",The sun is white when viewed from space,"[0.5, 0.5, 1.0, 0.75, 0.0, 0.5, 0.5, 0.9373800456523895, 0.9840644150972366, 0.7316168156685308, 0.0018098168657161295, 0.5]","[0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.9040128886699677, 0.9250021576881409, 0.5198814731556922, 0.347017286112532, 0.5]"
On what date was the Declaration of Independence officially signed?,At what point in time was the official signing of the Declaration of Independence?,1776,When was the official signing of the Declaration of Independence?,"July 4, 1776",The sun is white when viewed from space,"[0.5, 0.5, 1.0, 0.75, 0.0, 0.5, 0.5, 0.9373800456523895, 0.9840644150972366, 0.7316168156685308, 0.0018098168657161295, 0.5]","[0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.9040128886699677, 0.9250021576881409, 0.5198814731556922, 0.347017286112532, 0.5]"
On what date was the Declaration of Independence officially signed?,"Among the discussed historical documents, on which date was the Declaration of Independence formally signed?","July 4, 1776","Among the days, when was the signing of the Declaration of Independence carried out officially?","July 4, 1776",The sun is white when viewed from space,"[0.5, 0.5, 1.0, 0.75, 0.0, 0.5, 0.5, 0.9373800456523895, 0.9840644150972366, 0.7316168156685308, 0.0018098168657161295, 0.5]","[0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.9040128886699677, 0.9250021576881409, 0.5198814731556922, 0.347017286112532, 0.5]"
On what date was the Declaration of Independence officially signed?,"Although the Declaration of Independence was officially signed, on which date did it occur?","July 4, 1776","Despite being busy, were you still able to go to the store?",Aug-22,The sun is white when viewed from space,"[0.5, 0.5, 1.0, 0.75, 0.0, 0.5, 0.5, 0.9373800456523895, 0.9840644150972366, 0.7316168156685308, 0.0018098168657161295, 0.5]","[0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.9040128886699677, 0.9250021576881409, 0.5198814731556922, 0.347017286112532, 0.5]"
"Who composed the tune of ""Twinkle, Twinkle, Little Star""?","Who created the melody of ""Twinkle, Twinkle, Little Star""?",edward g. robinson,"Who composed the melody of ""Twinkle, Twinkle, Little Star""?",John Stafford Smith,"The tune of ""Twinkle, Twinkle, Little Star"" does not have a recorded composer","[0.0, 0.16666666666666666, 0.41666666666666663, 0.08333333333333333, 0.6666666666666666, 0.0, 0.0, 0.8230475137631098, 0.45010447367045947, 0.11522096519668897, 0.5912251348296801, 0.0]","[0.0, 0.5, 0.75, 0.5, 0.25, 0.5, 0.0, 0.9084647595882416, 0.7889862433075905, 0.5248837610706687, 0.19927035993896425, 0.5]"
